eta,attack,drift,shots,p_conventional_secure,p_uvif_stable,finite_key_margin_mean,uvif_score_mean,resource_force_mean,n_eff_mean
0.15350000000000003,0.2,0.005,2000,0.0,0.0,-0.42600200360075613,0.053701781702072425,1.2839623660917725,1917.0
0.157,0.2,0.005,2000,0.0,0.0,-0.43411239168412746,0.05253566215088577,1.2839623660917725,1917.0
0.1605,0.2,0.005,2000,0.0,0.0,-0.4544119944361863,0.04969879182774335,1.2839623660917725,1917.0
0.164,0.2,0.005,2000,0.0,0.0,-0.47128912620693075,0.04732140544137685,1.2839623660917725,1917.0
0.1675,0.2,0.005,2000,0.0,0.0,-0.4817160697781929,0.046009392587805,1.2839623660917725,1917.0
0.171,0.2,0.005,2000,0.0,0.0,-0.49418897926174354,0.04434960554095591,1.2839623660917725,1917.0
0.17450000000000002,0.2,0.005,2000,0.0,0.0,-0.5078420004192084,0.04261252298231722,1.2839623660917725,1917.0
0.17800000000000002,0.2,0.005,2000,0.0,0.0,-0.5258718796904207,0.04045473015509772,1.2839623660917725,1917.0
0.18150000000000002,0.2,0.005,2000,0.0,0.0,-0.5362339058070272,0.039220724233327786,1.2839623660917725,1917.0
0.18500000000000003,0.2,0.005,2000,0.0,0.0,-0.5485009039616084,0.03782738683463264,1.2839623660917725,1917.0
0.1885,0.2,0.005,2000,0.0,0.0,-0.5648804132989588,0.036003496662711895,1.2839623660917725,1917.0
0.192,0.2,0.005,2000,0.0,0.0,-0.5733270065262939,0.03508134151146443,1.2839623660917725,1917.0
0.1955,0.2,0.005,2000,0.0,0.0,-0.588624937522259,0.033465247451356726,1.2839623660917725,1917.0
0.199,0.2,0.005,2000,0.0,0.0,-0.5961355299331375,0.03270272397804488,1.2839623660917725,1917.0
0.2025,0.2,0.005,2000,0.0,0.0,-0.6160276355797358,0.030655884110587995,1.2839623660917725,1917.0
0.20600000000000002,0.2,0.005,2000,0.0,0.0,-0.6334047348109737,0.028986351412075693,1.2839623660917725,1917.0
