eta,attack,drift,shots,qber_obs_mean,qber_obs_sd,n_eff_mean,finite_key_margin_mean,finite_key_margin_sd,psi_mean,p_conventional_secure,p_conventional_transition,p_conventional_insecure,uvif_energy_mean,uvif_energy_sd,uvif_score_mean,p_uvif_stable,p_uvif_transition,p_uvif_unstable,risk_force_mean,uncertainty_force_mean,complexity_force_mean,resource_force_mean,leakage_force_mean,stability_reward_mean
0.01,0.1,0.005,10000,0.02960471070148489,0.0015439806314756187,9765.0,0.5822458295760152,0.015516325259568862,5.293143905236502,1.0,0.0,0.0,-0.07380272041270076,0.024143363910633802,0.5184397477375158,0.0,1.0,0.0,0.2691337336498627,0.011331935009085772,0.0038729858957265145,0.011961234531527198,0.09170353302611367,0.5242052805397107
0.0135,0.1,0.005,10000,0.03301587301587302,0.0019948379981120463,9765.0,0.5485218168366311,0.019456898436182292,4.986561971242101,1.0,0.0,0.0,-0.020429415383601653,0.03116056760994602,0.5051059369659536,0.0,1.0,0.0,0.30014430014430016,0.012267704552074593,0.003985407066052227,0.011961234531527198,0.09426190476190477,0.4992710552615741
0.017,0.1,0.005,10000,0.03653865847414234,0.0018387148487401255,9765.0,0.5146953634835186,0.017368894231020844,4.679048758941078,1.0,0.0,0.0,0.0346177702575831,0.02873607213359228,0.4913482025898715,0.0,1.0,0.0,0.3321696224922031,0.013204152704454025,0.003927593911268698,0.011961234531527198,0.09690399385560677,0.47348582377689463
0.0205,0.1,0.005,10000,0.039853558627752174,0.0020728110594223402,9765.0,0.4838582878002772,0.019004335971311105,4.398711707275248,1.0,0.0,0.0,0.0864730173895138,0.03237595706028986,0.478400964114293,0.0,1.0,0.0,0.36230507843411075,0.01405584996885935,0.004008753805187316,0.011961234531527198,0.09939016897081415,0.44920022069618104
0.024,0.1,0.005,10000,0.04361597542242704,0.001847800423438097,9765.0,0.44979109744189105,0.01646991228087225,4.089009976744463,1.0,0.0,0.0,0.14524146414727185,0.028860675397331188,0.4637607589736708,0.0,1.0,0.0,0.3965088674766094,0.01499501579455565,0.003949327747447729,0.011961234531527198,0.10221198156682028,0.4216341620904736
0.027500000000000004,0.1,0.005,10000,0.04743983614951357,0.0022097610210169006,9765.0,0.41625308533408395,0.01915758161609356,3.7841189575825807,1.0,0.0,0.0,0.20498617455371382,0.03450381168913659,0.44894692006132414,0.0,1.0,0.0,0.4312712377228506,0.015917712598773597,0.004032359726393299,0.011961234531527198,0.10507987711213516,0.39364813576290225
0.031,0.1,0.005,10000,0.05058166922683051,0.0021748202442643154,9765.0,0.38935395901714065,0.01837823150852527,3.53958144561037,1.0,0.0,0.0,0.25398725253924115,0.03390975688746159,0.43686019299102363,0.0,1.0,0.0,0.45983335660755015,0.016656695692974267,0.004013946934761121,0.011961234531527198,0.1074362519201229,0.37069643087387777
0.0345,0.1,0.005,10000,0.05408499743983615,0.002227790808441267,9765.0,0.3600730131442743,0.01844201331810662,3.273391028584312,1.0,0.0,0.0,0.30856116624367635,0.03464464155169907,0.4234879605688817,0.0,1.0,0.0,0.49168179490760133,0.01746001686861353,0.004010521575223516,0.011961234531527198,0.11006374807987712,0.3451756140856198
0.038,0.1,0.005,10000,0.05750844854070661,0.002031787105318347,9765.0,0.33210033661826105,0.016432877891109712,3.0190939692569168,1.0,0.0,0.0,0.3617847862099682,0.03152868354508279,0.41054872603778036,0.0,1.0,0.0,0.5228040776427875,0.018226517390785034,0.003967708979217373,0.011961234531527198,0.11263133640552996,0.3203296202156126
0.0415,0.1,0.005,10000,0.06091858678955452,0.0022668028536753687,9765.0,0.30490593210415945,0.017879149836623337,2.771872110037813,1.0,0.0,0.0,0.4147287160020183,0.03511746125286944,0.39780880000249325,0.0,0.97,0.03,0.5538053344504958,0.01897077532446787,0.004027154168338664,0.011961234531527198,0.11518894009216592,0.29571051171228563
0.045000000000000005,0.1,0.005,10000,0.06467895545314901,0.002703516373634524,9765.0,0.27562078967830056,0.02080334521561202,2.505643542530005,1.0,0.0,0.0,0.47297000906962483,0.04178573818625401,0.38396127002434816,0.0,0.66,0.34,0.5879905041195364,0.019771347116890124,0.004131141460738892,0.011961234531527198,0.11800921658986177,0.26874086102582717
0.0485,0.1,0.005,10000,0.06802662570404505,0.002792105546785123,9765.0,0.25008287369701254,0.021083063057197027,2.273480669972841,1.0,0.0,0.0,0.5246528596217235,0.04301833241224252,0.3718198063273553,0.0,0.2,0.8,0.6184238700367733,0.02046882495317695,0.004171078759827115,0.011961234531527198,0.12051996927803378,0.24489534199364596
0.052000000000000005,0.1,0.005,10000,0.07197644649257554,0.0027019203942259453,9765.0,0.22058242791599664,0.019949474157549916,2.0052947992363332,1.0,0.0,0.0,0.585414161888337,0.041511711016431585,0.357743427790899,0.0,0.0,1.0,0.6543313317506865,0.021273786484052856,0.0041743136434439915,0.011961234531527198,0.12348233486943165,0.2169914344030121
0.0555,0.1,0.005,10000,0.07531387608806964,0.002772010426810488,9765.0,0.19620077239569525,0.020100703399893186,1.7836433854154115,1.0,0.0,0.0,0.6365582009233279,0.04240832824226181,0.34608674846764464,0.0,0.0,1.0,0.6846716008006329,0.021938466382800725,0.004178982684105297,0.011961234531527198,0.1259854070660522,0.19364623182190888
0.059000000000000004,0.1,0.005,10000,0.07883563748079878,0.0028269431071247055,9765.0,0.17096941788841602,0.020004832253026086,1.5542674353492365,1.0,0.0,0.0,0.6903083129120767,0.04309635769099165,0.3340326864111591,0.0,0.0,1.0,0.716687613461807,0.022625784599344948,0.004160053623746513,0.011961234531527198,0.12862672811059905,0.16925839424269307
0.0625,0.1,0.005,10000,0.08238197644649257,0.002849945757745236,9765.0,0.14605853381428455,0.019848624349426393,1.3278048528571325,1.0,0.0,0.0,0.7442086434075557,0.043250816042189236,0.32215628865942575,0.0,0.0,1.0,0.748927058604478,0.023303865688897175,0.004149183493900907,0.011961234531527198,0.13128648233486945,0.1449729244323197
