drift,attack,eta,p_qber_only,p_finite_key_margin,p_uvif_no_resource,p_full_uvif,qber_obs_mean,finite_key_margin_mean,uvif_score_no_resource_mean,uvif_score_full_mean,resource_force_mean
0.005,0.4,0.045000000000000005,1.0,1.0,0.0,0.0,0.08121842818428185,0.15342082708084206,0.3000579248849624,0.2953270688686747,0.04115841259070696
0.005,0.4,0.0485,1.0,1.0,0.0,0.0,0.08477289972899729,0.12876657518027312,0.2888697515882812,0.2842434979116028,0.04115841259070696
0.005,0.4,0.052000000000000005,1.0,1.0,0.0,0.0,0.08859620596205962,0.10282340697726809,0.2771914613056272,0.2726809268504475,0.04115841259070696
0.005,0.4,0.0555,1.0,1.0,0.0,0.0,0.09111653116531165,0.08597056180219927,0.26967745989313163,0.26524415960516623,0.04115841259070696
0.005,0.4,0.059000000000000004,1.0,1.0,0.0,0.0,0.09526720867208673,0.05873869811969738,0.2576563619435496,0.2533523204398961,0.04115841259070696
0.005,0.4,0.0625,1.0,0.97,0.0,0.0,0.098710027100271,0.036537535001726164,0.24798860054476068,0.2437926156410134,0.04115841259070696
0.005,0.4,0.066,1.0,0.83,0.0,0.0,0.10173658536585366,0.017383515789423595,0.23975903948495925,0.23565880541758102,0.04115841259070696
0.005,0.4,0.0695,0.95,0.34,0.0,0.0,0.10564010840108401,-0.006953105634187518,0.22944821020648404,0.2254715668766156,0.04115841259070696
0.005,0.4,0.073,0.62,0.09,0.0,0.0,0.10901138211382114,-0.027499630346400284,0.22090691121715192,0.21703714921883868,0.04115841259070696
0.005,0.4,0.0765,0.2,0.0,0.0,0.0,0.11251165311653116,-0.048582643932945896,0.2122717039905707,0.20851230060801634,0.04115841259070696
0.005,0.4,0.08,0.05,0.0,0.0,0.0,0.116089972899729,-0.06969459065493255,0.20380273955628972,0.200155450897388,0.04115841259070696
0.005,0.4,0.08349999999999999,0.0,0.0,0.0,0.0,0.11905799457994579,-0.08696283389106758,0.19698979668082375,0.193434730141641,0.04115841259070696
0.005,0.4,0.087,0.0,0.0,0.0,0.0,0.1231609756097561,-0.11043192649317346,0.18792271823578433,0.18449363755683784,0.04115841259070696
0.005,0.4,0.0905,0.0,0.0,0.0,0.0,0.12682710027100272,-0.13102917083506557,0.18014592401378784,0.1768277335344672,0.04115841259070696
0.005,0.4,0.094,0.0,0.0,0.0,0.0,0.1303360433604336,-0.15037107712078512,0.1730197874035767,0.16980586187031144,0.04115841259070696
0.005,0.4,0.0975,0.0,0.0,0.0,0.0,0.13351869918699186,-0.16770973776719372,0.16674586182154552,0.16362516043347455,0.04115841259070696
0.005,0.4,0.10099999999999999,0.0,0.0,0.0,0.0,0.13675772357723578,-0.18504151777549235,0.16062179138217694,0.15759411129143422,0.04115841259070696
0.005,0.4,0.1045,0.0,0.0,0.0,0.0,0.14049539295392954,-0.20476338103439987,0.15380705089849844,0.15088459756193107,0.04115841259070696
0.005,0.4,0.108,0.0,0.0,0.0,0.0,0.14405528455284553,-0.2231954447915182,0.1476045044716076,0.14477983092592328,0.04115841259070696
0.005,0.4,0.1115,0.0,0.0,0.0,0.0,0.1477560975609756,-0.2420665306335779,0.1414088598285574,0.13868343569979152,0.04115841259070696
0.005,0.4,0.11499999999999999,0.0,0.0,0.0,0.0,0.15136476964769646,-0.26016744979526896,0.13561426254783318,0.13298318270429565,0.04115841259070696
0.005,0.4,0.1185,0.0,0.0,0.0,0.0,0.15456260162601626,-0.27595793187148127,0.13069185600475686,0.1281421109939858,0.04115841259070696
0.005,0.4,0.122,0.0,0.0,0.0,0.0,0.15794037940379405,-0.2923907491144843,0.12568343215814692,0.12321754117895999,0.04115841259070696
0.005,0.4,0.1255,0.0,0.0,0.0,0.0,0.1610710027100271,-0.30740426684818084,0.12121739387130011,0.11882719868074104,0.04115841259070696
0.005,0.4,0.129,0.0,0.0,0.0,0.0,0.16449430894308942,-0.32354877576651836,0.11654179529535219,0.11423190770752273,0.04115841259070696
0.005,0.4,0.1325,0.0,0.0,0.0,0.0,0.16894850948509485,-0.34428060054416176,0.11068189746204218,0.10847369909835997,0.04115841259070696
0.005,0.4,0.136,0.0,0.0,0.0,0.0,0.17233062330623306,-0.3597103819909017,0.10645910157587084,0.10432525000429871,0.04115841259070696
0.005,0.4,0.1395,0.0,0.0,0.0,0.0,0.17600325203252035,-0.3761846327563667,0.10207647299616074,0.10002066431304737,0.04115841259070696
0.005,0.4,0.14300000000000002,0.0,0.0,0.0,0.0,0.1791588075880759,-0.3901302403365973,0.09845751163395235,0.0964667845080454,0.04115841259070696
0.005,0.4,0.14650000000000002,0.0,0.0,0.0,0.0,0.18294417344173441,-0.40659378292091425,0.09430138663690556,0.09238612153159487,0.04115841259070696
0.005,0.4,0.15000000000000002,0.0,0.0,0.0,0.0,0.1866579945799458,-0.42250698560664957,0.09038634041647912,0.08854278624907005,0.04115841259070696
0.005,0.4,0.15350000000000003,0.0,0.0,0.0,0.0,0.18961084010840107,-0.43497187734259485,0.0873975972934813,0.08560923031244001,0.04115841259070696
0.005,0.4,0.157,0.0,0.0,0.0,0.0,0.19388509485094851,-0.4527315983697618,0.08325086411445888,0.08153972319655697,0.04115841259070696
0.005,0.4,0.1605,0.0,0.0,0.0,0.0,0.19710027100271002,-0.46585030528913934,0.08028050600500487,0.07862517791577238,0.04115841259070696
0.005,0.4,0.164,0.0,0.0,0.0,0.0,0.19963685636856368,-0.476096924882754,0.0780006017248303,0.07638832979943605,0.04115841259070696
0.005,0.4,0.1675,0.0,0.0,0.0,0.0,0.20305040650406503,-0.48962394326427067,0.07507937830811337,0.07352274162966115,0.04115841259070696
0.005,0.4,0.171,0.0,0.0,0.0,0.0,0.2072639566395664,-0.5060828639995076,0.07161357060130054,0.0701233390967506,0.04115841259070696
0.005,0.4,0.17450000000000002,0.0,0.0,0.0,0.0,0.21077289972899727,-0.5195853267293651,0.06884207035676579,0.06740527775357219,0.04115841259070696
0.005,0.4,0.17800000000000002,0.0,0.0,0.0,0.0,0.21370840108401082,-0.5306931443518854,0.06662176181381746,0.06522805710573591,0.04115841259070696
0.005,0.4,0.18150000000000002,0.0,0.0,0.0,0.0,0.21863848238482383,-0.5489988233949373,0.06307067308310416,0.061746355303251114,0.04115841259070696
0.005,0.4,0.18500000000000003,0.0,0.0,0.0,0.0,0.2212476964769648,-0.5585346863417316,0.06127225280910586,0.05998327503508533,0.04115841259070696
0.005,0.4,0.1885,0.0,0.0,0.0,0.0,0.22503956639566397,-0.5721748252791321,0.05875388781873824,0.05751463874873353,0.04115841259070696
0.005,0.4,0.192,0.0,0.0,0.0,0.0,0.22820487804878048,-0.583382911476967,0.05673800918095264,0.05553876696971762,0.04115841259070696
0.005,0.4,0.1955,0.0,0.0,0.0,0.0,0.2322612466124661,-0.5975124255422422,0.05426055478518979,0.05311071933739449,0.04115841259070696
0.005,0.4,0.199,0.0,0.0,0.0,0.0,0.2353669376693767,-0.6081708310179523,0.052436254863995,0.05132295486108315,0.04115841259070696
0.005,0.4,0.2025,0.0,0.0,0.0,0.0,0.238269918699187,-0.6179521581560607,0.05080146891697746,0.04972106869745591,0.04115841259070696
0.005,0.4,0.20600000000000002,0.0,0.0,0.0,0.0,0.2415360433604336,-0.628828484738616,0.04902089943066589,0.047976444845814675,0.04115841259070696
0.005,0.4,0.20950000000000002,0.0,0.0,0.0,0.0,0.24594037940379404,-0.6432250558371435,0.04672293425223531,0.045725075557824624,0.04115841259070696
0.005,0.4,0.21300000000000002,0.0,0.0,0.0,0.0,0.24904281842818426,-0.653158087484098,0.045182452953879,0.044215974861287116,0.04115841259070696
0.005,0.4,0.21650000000000003,0.0,0.0,0.0,0.0,0.25208346883468835,-0.6627523563160966,0.04372414038070093,0.04278747000738704,0.04115841259070696
0.005,0.4,0.22,0.0,0.0,0.0,0.0,0.25607046070460704,-0.6751748208790147,0.041873202825665895,0.04097445972313835,0.04115841259070696
0.01,0.05,0.01,1.0,1.0,0.99,0.97,0.03145408163265306,0.5570988537178769,0.5160215091610099,0.514627078817184,0.010152544552210818
0.01,0.05,0.0135,1.0,1.0,0.68,0.6,0.034802040816326534,0.5244938733404093,0.5029102986130418,0.501514586164375,0.010152544552210818
0.01,0.05,0.017,1.0,1.0,0.08,0.05,0.038370408163265306,0.49082586469920253,0.48893429031164937,0.48753937299420586,0.010152544552210818
0.01,0.05,0.0205,1.0,1.0,0.0,0.0,0.04212551020408164,0.4564533128521679,0.47424856695705825,0.47285679684388093,0.010152544552210818
0.01,0.05,0.024,1.0,1.0,0.0,0.0,0.0453,0.4281798765594285,0.4618791055677542,0.4604918340447335,0.010152544552210818
0.01,0.05,0.027500000000000004,1.0,1.0,0.0,0.0,0.0490469387755102,0.39570187102917964,0.4473474804885869,0.44596775872277944,0.010152544552210818
0.01,0.05,0.031,1.0,1.0,0.0,0.0,0.052335714285714284,0.36791269156087947,0.43469126931070157,0.4333200408578976,0.010152544552210818
0.01,0.05,0.0345,1.0,1.0,0.0,0.0,0.05525918367346939,0.3437108920128057,0.4235267187296381,0.42216437999713896,0.010152544552210818
0.01,0.05,0.038,1.0,1.0,0.0,0.0,0.05909183673469388,0.3127372550646794,0.40903967172226285,0.4076910691040607,0.010152544552210818
0.01,0.05,0.0415,1.0,1.0,0.0,0.0,0.06291428571428571,0.2826007801450279,0.3947872445002673,0.39345442184993634,0.010152544552210818
0.01,0.05,0.045000000000000005,1.0,1.0,0.0,0.0,0.0661326530612245,0.2576983721370253,0.38294512068806535,0.3816268640979047,0.010152544552210818
0.01,0.05,0.0485,1.0,1.0,0.0,0.0,0.06969489795918367,0.2308158325871787,0.3700504563159583,0.3687502001885139,0.010152544552210818
0.01,0.05,0.052000000000000005,1.0,1.0,0.0,0.0,0.07323469387755102,0.20465386339041472,0.3574687637579551,0.3561878310075617,0.010152544552210818
0.01,0.05,0.0555,1.0,1.0,0.0,0.0,0.0766173469387755,0.18006772361913115,0.34565267895918306,0.34439122703311653,0.010152544552210818
0.01,0.05,0.059000000000000004,1.0,1.0,0.0,0.0,0.08026428571428572,0.1541818059139113,0.33319806973748045,0.3319591496274635,0.010152544552210818
0.01,0.05,0.0625,1.0,1.0,0.0,0.0,0.08388571428571429,0.12893651613193755,0.3210963363828614,0.31988078536533804,0.010152544552210818
0.01,0.05,0.066,1.0,1.0,0.0,0.0,0.0875826530612245,0.10369584072078547,0.30905543872169816,0.30786482914605606,0.010152544552210818
0.01,0.05,0.0695,1.0,1.0,0.0,0.0,0.09070612244897959,0.08273651411445652,0.29912066992388275,0.2979517902676984,0.010152544552210818
0.01,0.05,0.073,1.0,1.0,0.0,0.0,0.09433775510204083,0.058776894053140696,0.2878496755979559,0.28670671865539626,0.010152544552210818
0.01,0.05,0.0765,1.0,0.98,0.0,0.0,0.09733571428571429,0.03940448552827313,0.27881444326341975,0.2776934990446247,0.010152544552210818
0.01,0.05,0.08,1.0,0.72,0.0,0.0,0.10168877551020408,0.011752254906313868,0.2660755837530375,0.26498707872496036,0.010152544552210818
0.01,0.05,0.08349999999999999,0.92,0.31,0.0,0.0,0.10518571428571429,-0.01004564764255838,0.2561696926063011,0.2551076035366724,0.010152544552210818
0.01,0.05,0.087,0.64,0.02,0.0,0.0,0.1087734693877551,-0.03203974563527763,0.2463025254849469,0.24526777990317805,0.010152544552210818
0.01,0.05,0.0905,0.27,0.0,0.0,0.0,0.11238163265306123,-0.05372023165041994,0.23673906641594233,0.23573199590183425,0.010152544552210818
0.01,0.05,0.094,0.03,0.0,0.0,0.0,0.11574183673469389,-0.07360913580136881,0.22809777382629895,0.2271164833844875,0.010152544552210818
0.01,0.05,0.0975,0.0,0.0,0.0,0.0,0.11934897959183674,-0.09459520172892225,0.21913391203896493,0.21818027062231335,0.010152544552210818
0.01,0.05,0.10099999999999999,0.0,0.0,0.0,0.0,0.12320918367346939,-0.11665539513360802,0.20989302512795485,0.20896882564656857,0.010152544552210818
0.01,0.05,0.1045,0.0,0.0,0.0,0.0,0.12607857142857143,-0.13278007586853802,0.20326462133192819,0.20236215642694727,0.010152544552210818
0.01,0.05,0.108,0.0,0.0,0.0,0.0,0.12946938775510206,-0.15161390909539907,0.1956418819153118,0.19476489465453325,0.010152544552210818
0.01,0.05,0.1115,0.0,0.0,0.0,0.0,0.13315,-0.17163354412004136,0.18772898491464862,0.18687931349727013,0.010152544552210818
0.01,0.05,0.11499999999999999,0.0,0.0,0.0,0.0,0.1364061224489796,-0.1890909213115752,0.18096420853156484,0.18013838068666715,0.010152544552210818
0.01,0.05,0.1185,0.0,0.0,0.0,0.0,0.1402234693877551,-0.20928355452072064,0.17329458771683637,0.1724963024731111,0.010152544552210818
0.01,0.05,0.122,0.0,0.0,0.0,0.0,0.14332448979591836,-0.22536896782168905,0.16733355047205045,0.16655723711616402,0.010152544552210818
0.01,0.05,0.1255,0.0,0.0,0.0,0.0,0.14729489795918366,-0.24570075164054583,0.15994929117372553,0.1592006231288684,0.010152544552210818
0.01,0.05,0.129,0.0,0.0,0.0,0.0,0.15034795918367347,-0.261051693463709,0.15451387464489433,0.15378600474055532,0.010152544552210818
0.01,0.05,0.1325,0.0,0.0,0.0,0.0,0.15357755102040815,-0.27701477442158284,0.14899760826499478,0.14829124132764648,0.010152544552210818
0.01,0.05,0.136,0.0,0.0,0.0,0.0,0.15737142857142858,-0.29560894103040725,0.14267718495853607,0.14199568583357727,0.010152544552210818
0.01,0.05,0.1395,0.0,0.0,0.0,0.0,0.16101326530612245,-0.31308481980642094,0.13691457014445083,0.1362562311693291,0.010152544552210818
0.01,0.05,0.14300000000000002,0.0,0.0,0.0,0.0,0.16428673469387753,-0.32857146916195573,0.13192339469995307,0.13128539167090245,0.010152544552210818
0.01,0.05,0.14650000000000002,0.0,0.0,0.0,0.0,0.16861020408163266,-0.34868955383256256,0.1256115566605986,0.12499965441590324,0.010152544552210818
0.01,0.05,0.15000000000000002,0.0,0.0,0.0,0.0,0.17142448979591837,-0.36156263142123124,0.12167705546084763,0.12108166519176923,0.010152544552210818
0.01,0.05,0.15350000000000003,0.0,0.0,0.0,0.0,0.17450408163265305,-0.3754058201936066,0.11755589840644079,0.11697804422932025,0.010152544552210818
0.01,0.05,0.157,0.0,0.0,0.0,0.0,0.17825408163265305,-0.3920714488717374,0.11269168583208283,0.11213470467709742,0.010152544552210818
0.01,0.05,0.1605,0.0,0.0,0.0,0.0,0.18171020408163266,-0.4072603026329088,0.10835249510916455,0.10781429483222245,0.010152544552210818
0.01,0.05,0.164,0.0,0.0,0.0,0.0,0.18541530612244897,-0.42318355706684635,0.1039483187137675,0.10342947882881054,0.010152544552210818
0.01,0.05,0.1675,0.0,0.0,0.0,0.0,0.18799387755102043,-0.4341503051799127,0.10097064716849945,0.10046498694132368,0.010152544552210818
0.01,0.05,0.171,0.0,0.0,0.0,0.0,0.19197857142857142,-0.4507999045945334,0.09657964580693518,0.09609363752253863,0.010152544552210818
0.01,0.05,0.17450000000000002,0.0,0.0,0.0,0.0,0.19548979591836735,-0.46523844081009186,0.0928650378552633,0.0923958132947314,0.010152544552210818
0.01,0.05,0.17800000000000002,0.0,0.0,0.0,0.0,0.19980204081632652,-0.4826821556114691,0.08850151009391655,0.08805218358841291,0.010152544552210818
0.01,0.05,0.18150000000000002,0.0,0.0,0.0,0.0,0.2029765306122449,-0.4953247262110331,0.08541742719987822,0.08498228329930807,0.010152544552210818
0.01,0.05,0.18500000000000003,0.0,0.0,0.0,0.0,0.20709897959183673,-0.5114252688706169,0.08160849553251798,0.08119103909193648,0.010152544552210818
0.01,0.05,0.1885,0.0,0.0,0.0,0.0,0.21026122448979592,-0.5235717215134187,0.07880702267517425,0.07840267933091756,0.010152544552210818
0.01,0.05,0.192,0.0,0.0,0.0,0.0,0.21398673469387755,-0.5376723292004381,0.07563351297257777,0.07524412047381594,0.010152544552210818
0.01,0.05,0.1955,0.0,0.0,0.0,0.0,0.21791632653061224,-0.5522964341737686,0.07242755511451653,0.07205337851168107,0.010152544552210818
0.01,0.05,0.199,0.0,0.0,0.0,0.0,0.2205030612244898,-0.5617637994824068,0.07040398511645363,0.0700394769108669,0.010152544552210818
0.01,0.05,0.2025,0.0,0.0,0.0,0.0,0.2237265306122449,-0.5734240234477103,0.0679582008910517,0.06760543258530378,0.010152544552210818
0.01,0.05,0.20600000000000002,0.0,0.0,0.0,0.0,0.22784591836734694,-0.588119724785342,0.06494495656029513,0.06460672565052014,0.010152544552210818
0.01,0.05,0.20950000000000002,0.0,0.0,0.0,0.0,0.2310938775510204,-0.5994324316225939,0.06270029465114448,0.062372986303792025,0.010152544552210818
0.01,0.05,0.21300000000000002,0.0,0.0,0.0,0.0,0.2345,-0.6111743494904553,0.06041178007077315,0.060095643782864576,0.010152544552210818
0.01,0.05,0.21650000000000003,0.0,0.0,0.0,0.0,0.23858775510204083,-0.6249901195937216,0.057790814363126684,0.057487554118781474,0.010152544552210818
0.01,0.05,0.22,0.0,0.0,0.0,0.0,0.24155510204081632,-0.6348801118182252,0.05595578629807376,0.05566157865629135,0.010152544552210818
0.01,0.1,0.01,1.0,1.0,0.49,0.39,0.034256436663233775,0.5296051729528544,0.49974842483734994,0.49771055696485095,0.014823195145212242
0.01,0.1,0.0135,1.0,1.0,0.04,0.03,0.03739546858908342,0.4998202187718103,0.48744478472229197,0.48540855722353293,0.014823195145212242
0.01,0.1,0.017,1.0,1.0,0.0,0.0,0.041286302780638516,0.46396386652202437,0.4722345397896815,0.4702036734811727,0.014823195145212242
0.01,0.1,0.0205,1.0,1.0,0.0,0.0,0.044761071060762096,0.43285897422878805,0.4587001033022942,0.45667712004790084,0.014823195145212242
0.01,0.1,0.024,1.0,1.0,0.0,0.0,0.048104016477857885,0.4037061499908804,0.44575120964158976,0.44373855734345374,0.014823195145212242
0.01,0.1,0.027500000000000004,1.0,1.0,0.0,0.0,0.05185787847579815,0.37179151776875635,0.43131411518224205,0.42931613143571634,0.014823195145212242
0.01,0.1,0.031,1.0,1.0,0.0,0.0,0.055393408856848604,0.34251550636955125,0.41784575042176436,0.4158646103159487,0.014823195145212242
0.01,0.1,0.0345,1.0,1.0,0.0,0.0,0.059016477857878474,0.31321927965459645,0.40420292275403946,0.4022418016630671,0.014823195145212242
0.01,0.1,0.038,1.0,1.0,0.0,0.0,0.06222863027806385,0.28777854449063284,0.39225547082968076,0.39031419029585435,0.014823195145212242
0.01,0.1,0.0415,1.0,1.0,0.0,0.0,0.06551390319258496,0.2623401900424265,0.3802010020115828,0.37828232400034806,0.014823195145212242
0.01,0.1,0.045000000000000005,1.0,1.0,0.0,0.0,0.0689577754891864,0.23625021867518525,0.3677601322695957,0.36586739908064736,0.014823195145212242
0.01,0.1,0.0485,1.0,1.0,0.0,0.0,0.07267044284243047,0.2086215279721819,0.3545789616732369,0.3527160053871639,0.014823195145212242
0.01,0.1,0.052000000000000005,1.0,1.0,0.0,0.0,0.07606694129763131,0.18391737908061712,0.3427640693075728,0.34093044364526465,0.014823195145212242
0.01,0.1,0.0555,1.0,1.0,0.0,0.0,0.07939031925849639,0.16019005839233166,0.3314268231618878,0.3296234073583528,0.014823195145212242
0.01,0.1,0.059000000000000004,1.0,1.0,0.0,0.0,0.08329557157569516,0.13293724165046064,0.31844057182091867,0.3166746605469635,0.014823195145212242
0.01,0.1,0.0625,1.0,1.0,0.0,0.0,0.08679505664263645,0.10889952522692939,0.30705540984393115,0.30532413423898525,0.014823195145212242
0.01,0.1,0.066,1.0,1.0,0.0,0.0,0.08976622039134913,0.08891775228251536,0.2976412821778591,0.29594057504509796,0.014823195145212242
0.01,0.1,0.0695,1.0,1.0,0.0,0.0,0.09353038105046345,0.0639643559008261,0.2859830792690343,0.2843218410228628,0.014823195145212242
0.01,0.1,0.073,1.0,0.94,0.0,0.0,0.09736251287332648,0.039150253704902306,0.27451197398990523,0.2728921303889717,0.014823195145212242
0.01,0.1,0.0765,1.0,0.81,0.0,0.0,0.10063233779608652,0.01827274290738091,0.2649620192296856,0.26337789343521445,0.014823195145212242
0.01,0.1,0.08,0.97,0.39,0.0,0.0,0.10466735324407826,-0.006993715277036886,0.25355874322049704,0.2520193215833919,0.014823195145212242
0.01,0.1,0.08349999999999999,0.78,0.09,0.0,0.0,0.10750772399588053,-0.02447349438013091,0.24577507459149295,0.2442673947539912,0.014823195145212242
0.01,0.1,0.087,0.3,0.01,0.0,0.0,0.11156951596292482,-0.04901017833112821,0.23501627737171968,0.23355424224634178,0.014823195145212242
0.01,0.1,0.0905,0.08,0.0,0.0,0.0,0.114,-0.06348373632527066,0.22875974515590836,0.22732502150149578,0.014823195145212242
0.01,0.1,0.094,0.01,0.0,0.0,0.0,0.11805973223480948,-0.08724320030349952,0.2186655717748056,0.2172764094535367,0.014823195145212242
0.01,0.1,0.0975,0.0,0.0,0.0,0.0,0.1214768280123584,-0.10692706468979124,0.2104466199810867,0.2090956320224195,0.014823195145212242
0.01,0.1,0.10099999999999999,0.0,0.0,0.0,0.0,0.1252358393408857,-0.12818048185905295,0.20175649141547022,0.20044717046287186,0.014823195145212242
0.01,0.1,0.1045,0.0,0.0,0.0,0.0,0.12894232749742535,-0.14881037484651308,0.19348896868053805,0.19222030850753458,0.014823195145212242
0.01,0.1,0.108,0.0,0.0,0.0,0.0,0.13210195674562308,-0.16606760854006275,0.1867231628173684,0.18548874508709826,0.014823195145212242
0.01,0.1,0.1115,0.0,0.0,0.0,0.0,0.13578887744593204,-0.18595472099408972,0.17906423718695685,0.17786928423930706,0.014823195145212242
0.01,0.1,0.11499999999999999,0.0,0.0,0.0,0.0,0.13887847579814624,-0.20231614665062242,0.1729090687036163,0.17174664269505752,0.014823195145212242
0.01,0.1,0.1185,0.0,0.0,0.0,0.0,0.14303707518022657,-0.22399551210341984,0.1649405647184545,0.16382110868721433,0.014823195145212242
0.01,0.1,0.122,0.0,0.0,0.0,0.0,0.1467003089598352,-0.24275960232419982,0.15821352570179298,0.15713112956868355,0.014823195145212242
0.01,0.1,0.1255,0.0,0.0,0.0,0.0,0.14978784757981461,-0.2583742828897396,0.1527280542791121,0.1516763315833811,0.014823195145212242
0.01,0.1,0.129,0.0,0.0,0.0,0.0,0.1533285272914521,-0.2759786444772921,0.14669505603793684,0.14567771428696444,0.014823195145212242
0.01,0.1,0.1325,0.0,0.0,0.0,0.0,0.15657260556127703,-0.29182067919484084,0.14140155124669074,0.14041493758453905,0.014823195145212242
0.01,0.1,0.136,0.0,0.0,0.0,0.0,0.16020288362512872,-0.3093258620482591,0.13567980757940798,0.1347268286304151,0.014823195145212242
0.01,0.1,0.1395,0.0,0.0,0.0,0.0,0.16418846549948507,-0.3281965214716752,0.12968069590480596,0.12876359426740713,0.014823195145212242
0.01,0.1,0.14300000000000002,0.0,0.0,0.0,0.0,0.16631204943357364,-0.3381359570145782,0.12658130205496385,0.12568292013819163,0.014823195145212242
0.01,0.1,0.14650000000000002,0.0,0.0,0.0,0.0,0.17122554067971163,-0.3607206226713619,0.11973283158101877,0.11887646061192929,0.014823195145212242
0.01,0.1,0.15000000000000002,0.0,0.0,0.0,0.0,0.17425128733264675,-0.37441136603837305,0.11569032508902617,0.11485906519538436,0.014823195145212242
0.01,0.1,0.15350000000000003,0.0,0.0,0.0,0.0,0.17849536560247167,-0.3932896904282059,0.11026495462890465,0.1094678374662675,0.014823195145212242
0.01,0.1,0.157,0.0,0.0,0.0,0.0,0.18105973223480948,-0.40449843272192176,0.10713416580107397,0.10635699733264492,0.014823195145212242
0.01,0.1,0.1605,0.0,0.0,0.0,0.0,0.18418434603501546,-0.41802482526504364,0.10341861309201966,0.10266527661957564,0.014823195145212242
0.01,0.1,0.164,0.0,0.0,0.0,0.0,0.18802471678681773,-0.43439117576121516,0.09903415536521981,0.09830923173565262,0.014823195145212242
0.01,0.1,0.1675,0.0,0.0,0.0,0.0,0.19166117404737384,-0.4496015707928656,0.09508250166746354,0.09438348406708313,0.014823195145212242
0.01,0.1,0.171,0.0,0.0,0.0,0.0,0.1944562306900103,-0.4611664554628067,0.09213472099698183,0.09145515305581192,0.014823195145212242
0.01,0.1,0.17450000000000002,0.0,0.0,0.0,0.0,0.19920288362512875,-0.4804128035969504,0.0873811959447751,0.08673334486987486,0.014823195145212242
0.01,0.1,0.17800000000000002,0.0,0.0,0.0,0.0,0.2027373841400618,-0.4945116816516451,0.0839932381963124,0.08336819076016398,0.014823195145212242
0.01,0.1,0.18150000000000002,0.0,0.0,0.0,0.0,0.20511019567456232,-0.5038194118826832,0.08181386081844018,0.08120360438061314,0.014823195145212242
0.01,0.1,0.18500000000000003,0.0,0.0,0.0,0.0,0.20892378990731206,-0.5185792173371173,0.07843160436023935,0.07784444705237827,0.014823195145212242
0.01,0.1,0.1885,0.0,0.0,0.0,0.0,0.212735324407827,-0.5331053567171621,0.07518584224709048,0.07462100521329701,0.014823195145212242
0.01,0.1,0.192,0.0,0.0,0.0,0.0,0.2156560247167868,-0.5439842547425319,0.07283301347918635,0.0722845149620622,0.014823195145212242
0.01,0.1,0.1955,0.0,0.0,0.0,0.0,0.21944696189495363,-0.5580310091758183,0.06983438374710285,0.06930675010493234,0.014823195145212242
0.01,0.1,0.199,0.0,0.0,0.0,0.0,0.22420391349124613,-0.5752797327812598,0.06626860085501793,0.06576598825141279,0.014823195145212242
0.01,0.1,0.2025,0.0,0.0,0.0,0.0,0.2262451081359423,-0.5825722061671686,0.06479740535163067,0.06430517164240614,0.014823195145212242
0.01,0.1,0.20600000000000002,0.0,0.0,0.0,0.0,0.2302409886714727,-0.596589615034078,0.062040555095466854,0.061567896747515824,0.014823195145212242
0.01,0.1,0.20950000000000002,0.0,0.0,0.0,0.0,0.23398764160659113,-0.6095627005748601,0.05954384045531234,0.05908898562064069,0.014823195145212242
0.01,0.1,0.21300000000000002,0.0,0.0,0.0,0.0,0.2368661174047374,-0.6193198504249049,0.05771659577075912,0.05727485786916546,0.014823195145212242
0.01,0.1,0.21650000000000003,0.0,0.0,0.0,0.0,0.24059526261585995,-0.6318113572012289,0.05542405353352836,0.054998831722141144,0.014823195145212242
0.01,0.1,0.22,0.0,0.0,0.0,0.0,0.2443666323377961,-0.644208519223474,0.053208694492085075,0.05279951675082567,0.014823195145212242
0.01,0.15,0.01,1.0,1.0,0.01,0.0,0.037093555093555095,0.5025407936924464,0.48333120574720373,0.4806459527059866,0.01955923785773206
0.01,0.15,0.0135,1.0,1.0,0.0,0.0,0.04056860706860707,0.47032694182150336,0.4697568521462858,0.4670787336380284,0.01955923785773206
0.01,0.15,0.017,1.0,1.0,0.0,0.0,0.04386798336798337,0.4406335720300572,0.4569048120401695,0.4542373657591692,0.01955923785773206
0.01,0.15,0.0205,1.0,1.0,0.0,0.0,0.04765696465696465,0.40743517234684584,0.442239721797727,0.43958870722470633,0.01955923785773206
0.01,0.15,0.024,1.0,1.0,0.0,0.0,0.05076403326403327,0.38087077598437874,0.43029846381355874,0.42766410694422397,0.01955923785773206
0.01,0.15,0.027500000000000004,1.0,1.0,0.0,0.0,0.054164241164241164,0.35246381762378687,0.4173453930134506,0.4147325600851084,0.01955923785773206
0.01,0.15,0.031,1.0,1.0,0.0,0.0,0.05819958419958421,0.31963546906528195,0.40215126473964363,0.39956850308508396,0.01955923785773206
0.01,0.15,0.0345,1.0,1.0,0.0,0.0,0.061728690228690236,0.29159173093388346,0.38904993828856343,0.3864968545326677,0.01955923785773206
0.01,0.15,0.038,1.0,1.0,0.0,0.0,0.06496673596673597,0.2664130711239956,0.37719396416086404,0.3746709287168279,0.01955923785773206
0.01,0.15,0.0415,1.0,1.0,0.0,0.0,0.06834927234927235,0.24067259396011503,0.3650094727726899,0.3625206351312411,0.01955923785773206
0.01,0.15,0.045000000000000005,1.0,1.0,0.0,0.0,0.07212266112266112,0.21254554987842045,0.3516538544509176,0.3492060126187229,0.01955923785773206
