eta,attack,drift,shots,qber_obs_mean,qber_obs_sd,n_eff_mean,finite_key_margin_mean,finite_key_margin_sd,psi_mean,p_conventional_secure,p_conventional_transition,p_conventional_insecure,uvif_energy_mean,uvif_energy_sd,uvif_score_mean,p_uvif_stable,p_uvif_transition,p_uvif_unstable,risk_force_mean,uncertainty_force_mean,complexity_force_mean,resource_force_mean,leakage_force_mean,stability_reward_mean,dp_conventional_secure_deta,dp_uvif_stable_deta,d_uvif_score_deta,profile
0.08,0.1,0.005,10000,0.0993026113671275,0.0032621937137036466,9765.0,0.03354737460023846,0.020801238091595144,0.3049761327294406,0.94,0.05,0.01,0.9978038607922838,0.04820314567635764,0.2694776188509486,0.0,0.0,1.0,0.9027510124284318,0.026360741617743832,0.004298463901689708,0.011961234531527198,0.14397695852534562,0.03351964829878839,-58.57142857142881,0.0,-2.69096465321104,"a=0.10, d=0.005"
0.08349999999999999,0.1,0.005,10000,0.10325140809011778,0.0027610232616498568,9765.0,0.008619938956187553,0.01723343800445335,0.07836308141988685,0.58,0.11,0.31,1.0560054751278942,0.04057466918113484,0.258148994345415,0.0,0.0,1.0,0.9386491644556161,0.02703690347642044,0.004185543639107496,0.011961234531527198,0.14693855606758832,0.008617002511135013,-110.00000000000009,0.0,-3.1848601417710682,"a=0.10, d=0.005"
0.087,0.1,0.005,10000,0.10722273425499232,0.0029937330518301063,9765.0,-0.01589069620423521,0.018285730668912866,-0.14446087458395648,0.17,0.07,0.76,1.1141691459716612,0.04374516898800988,0.24718359785855118,0.0,0.0,1.0,0.9747521295908393,0.027701334108515666,0.004242714704797324,0.011961234531527198,0.14991705069124428,-0.01588379030078478,-77.14285714285707,0.0,-2.6698824890347623,"a=0.10, d=0.005"
0.0905,0.1,0.005,10000,0.11011879160266258,0.0034889862084026683,9765.0,-0.03343206379911769,0.02101495591688535,-0.30392785271925166,0.04,0.01,0.95,1.156304853225292,0.05064636470132993,0.2394598169221716,0.0,0.0,1.0,1.0010799236605685,0.028176601295097723,0.004293527579922411,0.011961234531527198,0.15208909370199694,-0.033404751604746166,-24.285714285714263,0.0,-2.397728679243073,"a=0.10, d=0.005"
0.094,0.1,0.005,10000,0.11359754224270353,0.003298181644350438,9765.0,-0.05425209890744188,0.019565434264819652,-0.49320089915856236,0.0,0.0,1.0,1.2066603849450488,0.04756507598955691,0.23039949710384963,0.0,0.0,1.0,1.032704929479123,0.02874052460904243,0.004276912721785005,0.011961234531527198,0.15469815668202763,-0.05417871306085364,-5.714285714285709,0.0,-2.411469851614722,"a=0.10, d=0.005"
0.0975,0.1,0.005,10000,0.11670558115719407,0.0035022277757458422,9765.0,-0.07252383228322691,0.020460049341345866,-0.6593075662111536,0.0,0.0,1.0,1.2513882511611818,0.050180506222984,0.22257952796086855,0.0,0.0,1.0,1.060959828701764,0.029235201731213613,0.0043568131545137796,0.011961234531527198,0.15702918586789552,-0.07236725679375523,0.0,0.0,-2.4956345547720815,"a=0.10, d=0.005"
0.10099999999999999,0.1,0.005,10000,0.12066769073220686,0.003311381339545652,9765.0,-0.09546777252779182,0.018947135470513243,-0.8678888411617436,0.0,0.0,1.0,1.3079842199261318,0.047123593697571825,0.21293005522044503,0.0,0.0,1.0,1.096979006656426,0.02985614258605033,0.004262212819463148,0.011961234531527198,0.1600007680491551,-0.09514491542139875,0.0,0.0,-2.74082704471542,"a=0.10, d=0.005"
0.1045,0.1,0.005,10000,0.12474244751664107,0.003141071210353095,9765.0,-0.11861383053790689,0.017659645571229125,-1.0783075503446076,0.0,0.0,1.0,1.3657964252908448,0.044433635553860734,0.20339373864786062,0.0,0.0,1.0,1.1340222501512824,0.030482267940278068,0.004282254573506218,0.011961234531527198,0.1630568356374808,-0.11802479683696725,0.0,0.0,-2.5689451843709534,"a=0.10, d=0.005"
0.108,0.1,0.005,10000,0.12851408090117766,0.003431405157857681,9765.0,-0.13960893190271814,0.01891579910493812,-1.269172108206528,0.0,0.0,1.0,1.4188786678945897,0.0482010338354253,0.19494743892984834,0.0,0.0,1.0,1.1683098263743426,0.031049949091673613,0.004330737048069996,0.011961234531527198,0.16588556067588325,-0.1386603182477457,0.0,0.0,-2.0608308737433454,"a=0.10, d=0.005"
0.1115,0.1,0.005,10000,0.1312616487455197,0.003075775489792276,9765.0,-0.1547187194651274,0.01677931257389892,-1.40653381331934,0.0,0.0,1.0,1.4572971625771376,0.04290837467341831,0.18896792253165717,0.0,0.0,1.0,1.193287715868361,0.03145838960701727,0.0042412062562566175,0.011961234531527198,0.16794623655913976,-0.15345422366552236,0.0,0.0,-1.8836829140663767,"a=0.10, d=0.005"
